광역시도,시군구,업종대분류,업종중분류,1년미만,1~2년,2~3년,3~5년,5년 이상,
서울특별시,종로구,관광/여가/오락,연극/영화/극장,1.0,2.0,42.0,39.0,16.0,
서울특별시,종로구,관광/여가/오락,전시/관람,0.0,6.0,18.0,35.0,44.0,
서울특별시,종로구,관광/여가/오락,PC/오락/당구/볼링등,0.0,5.0,12.0,86.0,20.0,
서울특별시,종로구,관광/여가/오락,경마/경륜/성인오락,0.0,1.0,1.0,1.0,2.0,
서울특별시,종로구,관광/여가/오락,스포츠/운동,0.0,0.0,1.0,0.0,0.0,
서울특별시,종로구,관광/여가/오락,요가/단전/마사지,0.0,1.0,6.0,18.0,15.0,
서울특별시,종로구,관광/여가/오락,놀이/여가/취미,0.0,0.0,4.0,6.0,2.0,
서울특별시,종로구,관광/여가/오락,무도/유흥/가무,1.0,7.0,10.0,75.0,14.0,
서울특별시,종로구,부동산,부동산중개,33.0,20.0,47.0,60.0,110.0,
서울특별시,종로구,부동산,평가/개발/관리,2.0,3.0,11.0,3.0,107.0,
서울특별시,종로구,부동산,부동산관련서비스,0.0,0.0,0.0,1.0,23.0,
서울특별시,종로구,부동산,부동산임대,1.0,1.0,25.0,18.0,31.0,
서울특별시,종로구,부동산,분양,0.0,0.0,25.0,3.0,6.0,
서울특별시,종로구,생활서비스,기타서비스업,3.0,1.0,81.0,28.0,51.0,
서울특별시,종로구,생활서비스,광고/인쇄,2.0,1.0,10.0,10.0,40.0,
서울특별시,종로구,생활서비스,예식/의례/관혼상제,3.0,2.0,2.0,9.0,8.0,
서울특별시,종로구,생활서비스,인력/고용/용역알선,0.0,0.0,10.0,9.0,29.0,
서울특별시,종로구,생활서비스,자동차/이륜차,0.0,2.0,6.0,68.0,45.0,
서울특별시,종로구,생활서비스,법무세무회계,5.0,12.0,15.0,37.0,98.0,
서울특별시,종로구,생활서비스,행사/이벤트,1.0,1.0,3.0,8.0,15.0,
서울특별시,종로구,생활서비스,개인서비스,0.0,2.0,9.0,13.0,20.0,
서울특별시,종로구,생활서비스,주택수리,1.0,0.0,9.0,2.0,17.0,
서울특별시,종로구,생활서비스,사진,7.0,5.0,5.0,17.0,18.0,
서울특별시,종로구,생활서비스,대행업,0.0,0.0,14.0,6.0,44.0,
서울특별시,종로구,생활서비스,대중목욕탕/휴게,5.0,5.0,0.0,10.0,12.0,
서울특별시,종로구,생활서비스,물품기기대여,0.0,0.0,2.0,4.0,23.0,
서울특별시,종로구,생활서비스,개인/가정용품수리,6.0,9.0,4.0,6.0,22.0,
서울특별시,종로구,생활서비스,주유소/충전소,0.0,0.0,4.0,3.0,3.0,
서울특별시,종로구,생활서비스,장례/묘지,1.0,0.0,4.0,2.0,9.0,
서울특별시,종로구,생활서비스,이/미용/건강,54.0,50.0,52.0,124.0,146.0,
서울특별시,종로구,생활서비스,세탁/가사서비스,18.0,9.0,16.0,23.0,86.0,
서울특별시,종로구,생활서비스,운송/배달/택배,4.0,2.0,6.0,9.0,66.0,
서울특별시,종로구,소매,가정/주방/인테리어,21.0,24.0,38.0,233.0,131.0,
서울특별시,종로구,소매,책/서적/도서,2.0,2.0,8.0,47.0,40.0,
서울특별시,종로구,소매,애견/애완/동물,0.0,0.0,1.0,4.0,3.0,
서울특별시,종로구,소매,건강/미용식품,7.0,6.0,10.0,21.0,50.0,
서울특별시,종로구,소매,자동차/자동차용품,0.0,0.0,6.0,10.0,15.0,
서울특별시,종로구,소매,의약/의료품소매,1.0,3.0,11.0,31.0,32.0,
서울특별시,종로구,소매,음/식료품소매,41.0,8.0,26.0,130.0,74.0,
서울특별시,종로구,소매,페인트/유리제품소매,1.0,2.0,1.0,2.0,11.0,
서울특별시,종로구,소매,철물/난방/건설자재소매,3.0,2.0,1.0,29.0,61.0,
서울특별시,종로구,소매,선물/팬시/기념품,8.0,6.0,10.0,69.0,77.0,
서울특별시,종로구,소매,예술품/골동품/수석/분재,1.0,16.0,33.0,16.0,61.0,
서울특별시,종로구,소매,사무/문구/컴퓨터,12.0,8.0,22.0,122.0,73.0,
서울특별시,종로구,소매,중고품소매/교환,0.0,1.0,0.0,6.0,6.0,
서울특별시,종로구,소매,시계/귀금속소매,5.0,21.0,85.0,346.0,138.0,
서울특별시,종로구,소매,가방/신발/액세서리,14.0,11.0,49.0,272.0,77.0,
서울특별시,종로구,소매,가구소매,2.0,0.0,2.0,13.0,5.0,
서울특별시,종로구,소매,취미/오락관련소매,2.0,1.0,20.0,62.0,46.0,
서울특별시,종로구,소매,가전제품소매,47.0,3.0,5.0,38.0,25.0,
서울특별시,종로구,소매,화장품소매,26.0,20.0,21.0,73.0,30.0,
서울특별시,종로구,소매,기타판매업,2.0,2.0,28.0,51.0,144.0,
서울특별시,종로구,소매,종합소매점,469.0,121.0,81.0,274.0,212.0,
서울특별시,종로구,소매,운동/경기용품소매,4.0,5.0,9.0,29.0,19.0,
서울특별시,종로구,소매,유아용품,0.0,0.0,0.0,3.0,0.0,
서울특별시,종로구,소매,의복의류,75.0,53.0,105.0,617.0,408.0,
서울특별시,종로구,소매,종교용품판매,0.0,0.0,0.0,2.0,3.0,
서울특별시,종로구,소매,사진/광학/정밀기기소매,21.0,31.0,24.0,77.0,51.0,
서울특별시,종로구,숙박,호텔/콘도,5.0,2.0,7.0,10.0,8.0,
서울특별시,종로구,숙박,민박/하숙,1.0,1.0,1.0,10.0,6.0,
서울특별시,종로구,숙박,캠프/별장/펜션,0.0,1.0,0.0,5.0,0.0,
서울특별시,종로구,숙박,모텔/여관/여인숙,14.0,18.0,12.0,47.0,74.0,
서울특별시,종로구,숙박,유스호스텔,0.0,0.0,0.0,2.0,0.0,
서울특별시,종로구,스포츠,실내운동시설,3.0,2.0,7.0,29.0,14.0,
서울특별시,종로구,스포츠,실외운동시설,0.0,0.0,1.0,0.0,4.0,
서울특별시,종로구,스포츠,운영관리시설,0.0,1.0,2.0,4.0,5.0,
서울특별시,종로구,음식,부페,3.0,3.0,1.0,2.0,9.0,
서울특별시,종로구,음식,중식,17.0,16.0,13.0,20.0,38.0,
서울특별시,종로구,음식,분식,66.0,52.0,38.0,127.0,258.0,
서울특별시,종로구,음식,양식,112.0,126.0,70.0,124.0,156.0,
서울특별시,종로구,음식,닭/오리요리,20.0,29.0,20.0,51.0,79.0,
서울특별시,종로구,음식,별식/퓨전요리,20.0,22.0,6.0,19.0,42.0,
서울특별시,종로구,음식,유흥주점,51.0,94.0,62.0,162.0,227.0,
서울특별시,종로구,음식,음식배달서비스,0.0,0.0,0.0,2.0,5.0,
서울특별시,종로구,음식,패스트푸드,33.0,39.0,20.0,47.0,62.0,
서울특별시,종로구,음식,일식/수산물,48.0,71.0,42.0,52.0,134.0,
서울특별시,종로구,음식,한식,287.0,290.0,195.0,482.0,703.0,
서울특별시,종로구,음식,기타음식업,14.0,6.0,16.0,35.0,155.0,
서울특별시,종로구,음식,커피점/카페,182.0,199.0,140.0,263.0,293.0,
서울특별시,종로구,음식,제과제빵떡케익,20.0,29.0,19.0,28.0,51.0,
서울특별시,종로구,학문/교육,학원-컴퓨터,3.0,3.0,1.0,5.0,7.0,
서울특별시,종로구,학문/교육,학원-자격/국가고시,1.0,1.0,1.0,3.0,7.0,
서울특별시,종로구,학문/교육,학원-창업취업취미,1.0,3.0,1.0,3.0,11.0,
서울특별시,종로구,학문/교육,학원기타,6.0,11.0,47.0,51.0,25.0,
서울특별시,종로구,학문/교육,학교,1.0,0.0,6.0,7.0,67.0,
서울특별시,종로구,학문/교육,유아교육,2.0,4.0,9.0,26.0,67.0,
서울특별시,종로구,학문/교육,특수교육기관,0.0,0.0,1.0,0.0,7.0,
서울특별시,종로구,학문/교육,학원-예능취미체육,5.0,3.0,6.0,11.0,12.0,
서울특별시,종로구,학문/교육,기타교육기관,1.0,1.0,7.0,21.0,27.0,
서울특별시,종로구,학문/교육,연구소,6.0,5.0,25.0,4.0,34.0,
서울특별시,종로구,학문/교육,학원-음악미술무용,4.0,5.0,8.0,26.0,33.0,
서울특별시,종로구,학문/교육,학원-어학,4.0,12.0,8.0,29.0,23.0,
서울특별시,종로구,학문/교육,도서관/독서실,2.0,0.0,9.0,39.0,20.0,
서울특별시,종로구,학문/교육,학원-보습교습입시,2.0,2.0,5.0,44.0,21.0,
서울특별시,종로구,학문/교육,학문교육기타,0.0,0.0,1.0,3.0,4.0,
서울특별시,중구,관광/여가/오락,요가/단전/마사지,1.0,1.0,3.0,28.0,13.0,
서울특별시,중구,관광/여가/오락,스포츠/운동,0.0,0.0,0.0,1.0,0.0,
서울특별시,중구,관광/여가/오락,전시/관람,1.0,0.0,4.0,10.0,5.0,
서울특별시,중구,관광/여가/오락,PC/오락/당구/볼링등,4.0,0.0,11.0,98.0,32.0,
서울특별시,중구,관광/여가/오락,놀이/여가/취미,0.0,0.0,1.0,1.0,3.0,
서울특별시,중구,관광/여가/오락,경마/경륜/성인오락,3.0,2.0,1.0,1.0,1.0,
서울특별시,중구,관광/여가/오락,무도/유흥/가무,7.0,2.0,7.0,57.0,13.0,
서울특별시,중구,관광/여가/오락,연극/영화/극장,0.0,2.0,13.0,6.0,14.0,
서울특별시,중구,부동산,부동산중개,14.0,2.0,40.0,111.0,138.0,
서울특별시,중구,부동산,부동산관련서비스,0.0,1.0,1.0,0.0,18.0,
서울특별시,중구,부동산,평가/개발/관리,2.0,4.0,21.0,10.0,127.0,
서울특별시,중구,부동산,부동산임대,1.0,2.0,11.0,13.0,57.0,
서울특별시,중구,부동산,분양,0.0,0.0,15.0,4.0,6.0,
서울특별시,중구,생활서비스,개인/가정용품수리,14.0,4.0,8.0,19.0,44.0,
서울특별시,중구,생활서비스,법무세무회계,11.0,13.0,27.0,83.0,364.0,
서울특별시,중구,생활서비스,예식/의례/관혼상제,4.0,7.0,3.0,2.0,10.0,
서울특별시,중구,생활서비스,주택수리,0.0,0.0,3.0,12.0,24.0,
서울특별시,중구,생활서비스,자동차/이륜차,1.0,1.0,15.0,111.0,95.0,
서울특별시,중구,생활서비스,이/미용/건강,65.0,62.0,84.0,204.0,195.0,
서울특별시,중구,생활서비스,대중목욕탕/휴게,3.0,6.0,1.0,9.0,14.0,
서울특별시,중구,생활서비스,대행업,1.0,0.0,4.0,13.0,35.0,
서울특별시,중구,생활서비스,운송/배달/택배,8.0,2.0,9.0,36.0,99.0,
서울특별시,중구,생활서비스,세탁/가사서비스,14.0,7.0,13.0,33.0,85.0,
서울특별시,중구,생활서비스,물품기기대여,2.0,1.0,4.0,10.0,15.0,
서울특별시,중구,생활서비스,주유소/충전소,0.0,0.0,2.0,11.0,10.0,
서울특별시,중구,생활서비스,개인서비스,1.0,0.0,9.0,14.0,24.0,
서울특별시,중구,생활서비스,사진,7.0,3.0,8.0,35.0,40.0,
서울특별시,중구,생활서비스,인력/고용/용역알선,7.0,0.0,11.0,11.0,27.0,
서울특별시,중구,생활서비스,광고/인쇄,11.0,3.0,41.0,139.0,346.0,
서울특별시,중구,생활서비스,기타서비스업,4.0,3.0,46.0,60.0,83.0,
서울특별시,중구,생활서비스,행사/이벤트,1.0,1.0,10.0,23.0,59.0,
서울특별시,중구,생활서비스,장례/묘지,0.0,0.0,0.0,1.0,7.0,
서울특별시,중구,소매,음/식료품소매,59.0,22.0,35.0,199.0,220.0,
서울특별시,중구,소매,가방/신발/액세서리,52.0,30.0,94.0,458.0,203.0,
서울특별시,중구,소매,사진/광학/정밀기기소매,25.0,17.0,26.0,153.0,142.0,
서울특별시,중구,소매,가전제품소매,19.0,11.0,12.0,47.0,19.0,
서울특별시,중구,소매,의복의류,1379.0,146.0,226.0,1384.0,477.0,
서울특별시,중구,소매,건강/미용식품,11.0,11.0,8.0,28.0,56.0,
서울특별시,중구,소매,선물/팬시/기념품,12.0,4.0,14.0,90.0,99.0,
서울특별시,중구,소매,시계/귀금속소매,9.0,3.0,16.0,63.0,46.0,
서울특별시,중구,소매,운동/경기용품소매,10.0,7.0,19.0,63.0,37.0,
서울특별시,중구,소매,페인트/유리제품소매,5.0,1.0,1.0,10.0,20.0,
서울특별시,중구,소매,의약/의료품소매,8.0,1.0,6.0,49.0,19.0,
서울특별시,중구,소매,철물/난방/건설자재소매,5.0,2.0,4.0,35.0,70.0,
서울특별시,중구,소매,중고품소매/교환,1.0,0.0,4.0,8.0,6.0,
서울특별시,중구,소매,종합소매점,1504.0,139.0,137.0,442.0,298.0,
서울특별시,중구,소매,유아용품,0.0,0.0,1.0,3.0,5.0,
서울특별시,중구,소매,애견/애완/동물,1.0,1.0,0.0,12.0,7.0,
서울특별시,중구,소매,종교용품판매,0.0,0.0,0.0,0.0,2.0,
서울특별시,중구,소매,가정/주방/인테리어,82.0,21.0,68.0,294.0,161.0,
서울특별시,중구,소매,화장품소매,41.0,29.0,47.0,153.0,100.0,
서울특별시,중구,소매,사무/문구/컴퓨터,14.0,2.0,26.0,105.0,98.0,
서울특별시,중구,소매,취미/오락관련소매,3.0,0.0,1.0,11.0,12.0,
서울특별시,중구,소매,가구소매,10.0,2.0,6.0,54.0,28.0,
서울특별시,중구,소매,책/서적/도서,2.0,1.0,3.0,45.0,25.0,
서울특별시,중구,소매,기타판매업,5.0,5.0,42.0,71.0,137.0,
서울특별시,중구,소매,자동차/자동차용품,1.0,0.0,6.0,24.0,33.0,
서울특별시,중구,소매,예술품/골동품/수석/분재,0.0,0.0,25.0,7.0,8.0,
서울특별시,중구,숙박,캠프/별장/펜션,0.0,1.0,4.0,11.0,1.0,
서울특별시,중구,숙박,유스호스텔,0.0,0.0,0.0,2.0,0.0,
서울특별시,중구,숙박,민박/하숙,1.0,2.0,2.0,3.0,3.0,
서울특별시,중구,숙박,모텔/여관/여인숙,15.0,17.0,20.0,49.0,57.0,
서울특별시,중구,숙박,호텔/콘도,24.0,20.0,28.0,30.0,39.0,
서울특별시,중구,스포츠,실내운동시설,3.0,3.0,11.0,34.0,22.0,
서울특별시,중구,스포츠,운영관리시설,0.0,0.0,4.0,6.0,2.0,
서울특별시,중구,스포츠,실외운동시설,0.0,0.0,2.0,3.0,7.0,
서울특별시,중구,음식,한식,329.0,227.0,154.0,388.0,683.0,
서울특별시,중구,음식,패스트푸드,38.0,49.0,18.0,54.0,77.0,
서울특별시,중구,음식,제과제빵떡케익,52.0,36.0,14.0,27.0,77.0,
서울특별시,중구,음식,닭/오리요리,31.0,34.0,16.0,60.0,93.0,
서울특별시,중구,음식,중식,26.0,21.0,10.0,15.0,38.0,
서울특별시,중구,음식,유흥주점,56.0,58.0,46.0,164.0,217.0,
서울특별시,중구,음식,기타음식업,16.0,15.0,19.0,46.0,166.0,
서울특별시,중구,음식,일식/수산물,72.0,49.0,26.0,71.0,143.0,
서울특별시,중구,음식,분식,74.0,66.0,42.0,105.0,242.0,
서울특별시,중구,음식,부페,4.0,8.0,4.0,5.0,10.0,
서울특별시,중구,음식,양식,57.0,51.0,29.0,63.0,156.0,
서울특별시,중구,음식,음식배달서비스,0.0,0.0,1.0,0.0,6.0,
서울특별시,중구,음식,별식/퓨전요리,25.0,16.0,10.0,21.0,35.0,
서울특별시,중구,음식,커피점/카페,160.0,144.0,115.0,193.0,276.0,
서울특별시,중구,학문/교육,특수교육기관,0.0,0.0,1.0,4.0,3.0,
서울특별시,중구,학문/교육,학원-음악미술무용,1.0,0.0,5.0,35.0,17.0,
서울특별시,중구,학문/교육,학원-자격/국가고시,0.0,1.0,0.0,2.0,4.0,
서울특별시,중구,학문/교육,학원-어학,2.0,4.0,0.0,16.0,9.0,
서울특별시,중구,학문/교육,학원-예능취미체육,2.0,1.0,2.0,15.0,10.0,
서울특별시,중구,학문/교육,연구소,2.0,0.0,8.0,3.0,10.0,
서울특별시,중구,학문/교육,학원-컴퓨터,0.0,1.0,0.0,1.0,0.0,
서울특별시,중구,학문/교육,유아교육,0.0,0.0,1.0,13.0,47.0,
서울특별시,중구,학문/교육,학문교육기타,0.0,1.0,1.0,0.0,5.0,
서울특별시,중구,학문/교육,학원기타,1.0,2.0,13.0,38.0,14.0,
서울특별시,중구,학문/교육,도서관/독서실,2.0,1.0,3.0,33.0,16.0,
서울특별시,중구,학문/교육,학교,0.0,1.0,0.0,10.0,38.0,
서울특별시,중구,학문/교육,학원-보습교습입시,0.0,1.0,8.0,41.0,14.0,
서울특별시,중구,학문/교육,학원-창업취업취미,0.0,1.0,1.0,4.0,9.0,
서울특별시,중구,학문/교육,기타교육기관,2.0,0.0,4.0,14.0,17.0,
서울특별시,용산구,관광/여가/오락,놀이/여가/취미,0.0,0.0,3.0,0.0,1.0,
서울특별시,용산구,관광/여가/오락,PC/오락/당구/볼링등,16.0,4.0,15.0,72.0,24.0,
서울특별시,용산구,관광/여가/오락,경마/경륜/성인오락,24.0,1.0,2.0,1.0,4.0,
서울특별시,용산구,관광/여가/오락,요가/단전/마사지,1.0,0.0,4.0,14.0,4.0,
서울특별시,용산구,관광/여가/오락,연극/영화/극장,0.0,0.0,9.0,7.0,8.0,
서울특별시,용산구,관광/여가/오락,스포츠/운동,0.0,0.0,0.0,1.0,0.0,
서울특별시,용산구,관광/여가/오락,무도/유흥/가무,5.0,3.0,11.0,55.0,16.0,
서울특별시,용산구,관광/여가/오락,전시/관람,0.0,2.0,8.0,9.0,3.0,
서울특별시,용산구,부동산,부동산중개,37.0,16.0,29.0,125.0,152.0,
서울특별시,용산구,부동산,분양,0.0,0.0,22.0,5.0,2.0,
서울특별시,용산구,부동산,평가/개발/관리,2.0,0.0,2.0,5.0,51.0,
서울특별시,용산구,부동산,부동산임대,2.0,1.0,11.0,9.0,50.0,
서울특별시,용산구,부동산,부동산관련서비스,0.0,0.0,0.0,5.0,61.0,
서울특별시,용산구,생활서비스,광고/인쇄,2.0,0.0,10.0,15.0,27.0,
서울특별시,용산구,생활서비스,장례/묘지,0.0,1.0,1.0,0.0,1.0,
서울특별시,용산구,생활서비스,이/미용/건강,71.0,44.0,56.0,171.0,273.0,
서울특별시,용산구,생활서비스,사진,3.0,2.0,2.0,28.0,26.0,
서울특별시,용산구,생활서비스,개인/가정용품수리,16.0,16.0,14.0,66.0,50.0,
서울특별시,용산구,생활서비스,자동차/이륜차,3.0,2.0,15.0,118.0,50.0,
서울특별시,용산구,생활서비스,주택수리,0.0,0.0,2.0,24.0,14.0,
서울특별시,용산구,생활서비스,운송/배달/택배,1.0,4.0,10.0,19.0,49.0,
서울특별시,용산구,생활서비스,인력/고용/용역알선,0.0,0.0,8.0,9.0,10.0,
서울특별시,용산구,생활서비스,법무세무회계,0.0,4.0,5.0,32.0,48.0,
서울특별시,용산구,생활서비스,기타서비스업,1.0,3.0,40.0,21.0,38.0,
서울특별시,용산구,생활서비스,물품기기대여,0.0,0.0,4.0,12.0,7.0,
서울특별시,용산구,생활서비스,세탁/가사서비스,17.0,9.0,11.0,55.0,94.0,
서울특별시,용산구,생활서비스,행사/이벤트,2.0,2.0,3.0,7.0,17.0,
서울특별시,용산구,생활서비스,개인서비스,0.0,0.0,5.0,7.0,6.0,
서울특별시,용산구,생활서비스,대중목욕탕/휴게,5.0,9.0,4.0,9.0,20.0,
서울특별시,용산구,생활서비스,대행업,1.0,1.0,2.0,24.0,9.0,
서울특별시,용산구,생활서비스,예식/의례/관혼상제,6.0,1.0,2.0,3.0,3.0,
서울특별시,용산구,생활서비스,주유소/충전소,0.0,1.0,1.0,8.0,5.0,
서울특별시,용산구,소매,기타판매업,1.0,1.0,29.0,67.0,98.0,
서울특별시,용산구,소매,음/식료품소매,21.0,11.0,16.0,151.0,69.0,
서울특별시,용산구,소매,페인트/유리제품소매,2.0,1.0,1.0,3.0,7.0,
서울특별시,용산구,소매,유아용품,0.0,0.0,0.0,7.0,1.0,
서울특별시,용산구,소매,중고품소매/교환,2.0,2.0,1.0,12.0,8.0,
서울특별시,용산구,소매,예술품/골동품/수석/분재,0.0,2.0,11.0,22.0,6.0,
서울특별시,용산구,소매,취미/오락관련소매,1.0,1.0,4.0,35.0,6.0,
서울특별시,용산구,소매,애견/애완/동물,0.0,0.0,1.0,2.0,3.0,
서울특별시,용산구,소매,의약/의료품소매,1.0,1.0,5.0,19.0,12.0,
서울특별시,용산구,소매,건강/미용식품,1.0,2.0,3.0,27.0,28.0,
서울특별시,용산구,소매,종합소매점,199.0,66.0,56.0,242.0,151.0,
서울특별시,용산구,소매,가정/주방/인테리어,22.0,3.0,19.0,163.0,88.0,
서울특별시,용산구,소매,운동/경기용품소매,2.0,6.0,9.0,26.0,16.0,
서울특별시,용산구,소매,사진/광학/정밀기기소매,30.0,17.0,51.0,214.0,97.0,
서울특별시,용산구,소매,선물/팬시/기념품,6.0,3.0,15.0,41.0,30.0,
서울특별시,용산구,소매,의복의류,27.0,11.0,74.0,396.0,230.0,
서울특별시,용산구,소매,사무/문구/컴퓨터,47.0,7.0,87.0,455.0,345.0,
서울특별시,용산구,소매,철물/난방/건설자재소매,4.0,2.0,3.0,18.0,31.0,
서울특별시,용산구,소매,가전제품소매,5.0,14.0,18.0,187.0,65.0,
서울특별시,용산구,소매,책/서적/도서,2.0,2.0,2.0,26.0,15.0,
서울특별시,용산구,소매,가방/신발/액세서리,15.0,5.0,24.0,211.0,96.0,
서울특별시,용산구,소매,화장품소매,21.0,3.0,16.0,71.0,28.0,
서울특별시,용산구,소매,자동차/자동차용품,1.0,0.0,22.0,30.0,48.0,
서울특별시,용산구,소매,가구소매,0.0,1.0,20.0,69.0,15.0,
서울특별시,용산구,소매,시계/귀금속소매,0.0,2.0,3.0,27.0,19.0,
서울특별시,용산구,숙박,모텔/여관/여인숙,5.0,8.0,6.0,17.0,46.0,
서울특별시,용산구,숙박,캠프/별장/펜션,0.0,0.0,1.0,7.0,0.0,
서울특별시,용산구,숙박,호텔/콘도,2.0,2.0,2.0,5.0,9.0,
서울특별시,용산구,숙박,민박/하숙,0.0,1.0,1.0,1.0,0.0,
서울특별시,용산구,스포츠,운영관리시설,1.0,0.0,0.0,7.0,3.0,
서울특별시,용산구,스포츠,실외운동시설,0.0,0.0,0.0,1.0,2.0,
서울특별시,용산구,스포츠,실내운동시설,4.0,1.0,9.0,34.0,12.0,
서울특별시,용산구,음식,패스트푸드,43.0,28.0,19.0,45.0,65.0,
서울특별시,용산구,음식,부페,1.0,1.0,0.0,1.0,4.0,
서울특별시,용산구,음식,커피점/카페,123.0,85.0,73.0,132.0,128.0,
서울특별시,용산구,음식,제과제빵떡케익,32.0,18.0,17.0,37.0,63.0,
서울특별시,용산구,음식,유흥주점,50.0,32.0,72.0,212.0,178.0,
서울특별시,용산구,음식,일식/수산물,50.0,27.0,32.0,47.0,56.0,
서울특별시,용산구,음식,분식,35.0,44.0,25.0,95.0,124.0,
서울특별시,용산구,음식,양식,110.0,68.0,71.0,154.0,161.0,
서울특별시,용산구,음식,음식배달서비스,0.0,0.0,0.0,2.0,2.0,
서울특별시,용산구,음식,기타음식업,12.0,9.0,16.0,46.0,130.0,
서울특별시,용산구,음식,닭/오리요리,11.0,14.0,17.0,34.0,50.0,
서울특별시,용산구,음식,별식/퓨전요리,15.0,15.0,14.0,18.0,20.0,
서울특별시,용산구,음식,중식,16.0,13.0,6.0,16.0,40.0,
서울특별시,용산구,음식,한식,289.0,205.0,237.0,366.0,389.0,
서울특별시,용산구,학문/교육,학원-자격/국가고시,0.0,0.0,0.0,3.0,2.0,
서울특별시,용산구,학문/교육,학원-음악미술무용,5.0,0.0,4.0,34.0,19.0,
서울특별시,용산구,학문/교육,유아교육,1.0,2.0,4.0,16.0,86.0,
서울특별시,용산구,학문/교육,특수교육기관,1.0,0.0,1.0,0.0,1.0,
서울특별시,용산구,학문/교육,학원-컴퓨터,0.0,0.0,0.0,1.0,1.0,
서울특별시,용산구,학문/교육,학문교육기타,0.0,0.0,2.0,5.0,6.0,
서울특별시,용산구,학문/교육,학원-예능취미체육,1.0,2.0,1.0,16.0,7.0,
서울특별시,용산구,학문/교육,연구소,2.0,1.0,7.0,2.0,7.0,
서울특별시,용산구,학문/교육,학교,0.0,1.0,4.0,2.0,47.0,
서울특별시,용산구,학문/교육,학원-창업취업취미,0.0,0.0,2.0,2.0,3.0,
서울특별시,용산구,학문/교육,학원-어학,8.0,4.0,1.0,24.0,10.0,
서울특별시,용산구,학문/교육,도서관/독서실,0.0,0.0,2.0,20.0,10.0,
서울특별시,용산구,학문/교육,학원-보습교습입시,4.0,1.0,6.0,42.0,22.0,
서울특별시,용산구,학문/교육,학원기타,5.0,2.0,19.0,54.0,20.0,
서울특별시,용산구,학문/교육,기타교육기관,0.0,2.0,1.0,26.0,10.0,
서울특별시,성동구,관광/여가/오락,경마/경륜/성인오락,3.0,18.0,3.0,0.0,0.0,
서울특별시,성동구,관광/여가/오락,전시/관람,0.0,0.0,1.0,1.0,2.0,
서울특별시,성동구,관광/여가/오락,무도/유흥/가무,2.0,1.0,15.0,91.0,7.0,
서울특별시,성동구,관광/여가/오락,요가/단전/마사지,0.0,3.0,10.0,15.0,3.0,
서울특별시,성동구,관광/여가/오락,놀이/여가/취미,0.0,0.0,1.0,0.0,1.0,
서울특별시,성동구,관광/여가/오락,PC/오락/당구/볼링등,11.0,6.0,21.0,44.0,9.0,
서울특별시,성동구,관광/여가/오락,연극/영화/극장,0.0,0.0,7.0,1.0,3.0,
서울특별시,성동구,부동산,평가/개발/관리,2.0,3.0,5.0,4.0,90.0,
서울특별시,성동구,부동산,부동산중개,22.0,18.0,111.0,44.0,146.0,
서울특별시,성동구,부동산,분양,0.0,0.0,0.0,2.0,3.0,
서울특별시,성동구,부동산,부동산관련서비스,0.0,0.0,2.0,0.0,52.0,
서울특별시,성동구,부동산,부동산임대,1.0,0.0,5.0,11.0,30.0,
서울특별시,성동구,생활서비스,행사/이벤트,1.0,1.0,5.0,7.0,14.0,
서울특별시,성동구,생활서비스,이/미용/건강,102.0,92.0,105.0,262.0,204.0,
서울특별시,성동구,생활서비스,인력/고용/용역알선,0.0,0.0,9.0,5.0,17.0,
서울특별시,성동구,생활서비스,대행업,0.0,0.0,3.0,0.0,7.0,
서울특별시,성동구,생활서비스,법무세무회계,3.0,7.0,12.0,20.0,85.0,
서울특별시,성동구,생활서비스,주유소/충전소,0.0,1.0,3.0,17.0,7.0,
서울특별시,성동구,생활서비스,세탁/가사서비스,30.0,18.0,27.0,50.0,146.0,
서울특별시,성동구,생활서비스,운송/배달/택배,0.0,3.0,11.0,17.0,46.0,
서울특별시,성동구,생활서비스,기타서비스업,2.0,2.0,10.0,9.0,13.0,
서울특별시,성동구,생활서비스,대중목욕탕/휴게,7.0,7.0,2.0,5.0,9.0,
서울특별시,성동구,생활서비스,물품기기대여,5.0,1.0,7.0,5.0,14.0,
서울특별시,성동구,생활서비스,주택수리,0.0,1.0,13.0,3.0,18.0,
서울특별시,성동구,생활서비스,개인서비스,3.0,0.0,12.0,4.0,6.0,
서울특별시,성동구,생활서비스,개인/가정용품수리,2.0,10.0,21.0,11.0,24.0,
서울특별시,성동구,생활서비스,사진,7.0,5.0,4.0,15.0,12.0,
서울특별시,성동구,생활서비스,자동차/이륜차,3.0,2.0,35.0,189.0,104.0,
서울특별시,성동구,생활서비스,광고/인쇄,3.0,2.0,9.0,9.0,45.0,
서울특별시,성동구,생활서비스,장례/묘지,2.0,0.0,3.0,2.0,2.0,
서울특별시,성동구,생활서비스,예식/의례/관혼상제,2.0,2.0,2.0,3.0,2.0,
서울특별시,성동구,소매,취미/오락관련소매,0.0,1.0,4.0,9.0,3.0,
서울특별시,성동구,소매,가방/신발/액세서리,11.0,4.0,27.0,85.0,36.0,
서울특별시,성동구,소매,책/서적/도서,0.0,0.0,3.0,20.0,12.0,
서울특별시,성동구,소매,사무/문구/컴퓨터,5.0,9.0,22.0,47.0,45.0,
서울특별시,성동구,소매,예술품/골동품/수석/분재,0.0,0.0,1.0,0.0,0.0,
