,Oil_store,주소,가격,셀프,상표,구
141,구도일주유소화랑로,서울 성북구 화랑로 174,1544.0,N,S-OIL,성북구
142,지에스칼텍스㈜ 효성주유소,서울 성북구 화랑로 27,1548.0,N,GS칼텍스,성북구
143,우리주유소,서울 성북구 화랑로 292 (석관동),1548.0,Y,현대오일뱅크,성북구
144,광덕,서울 성북구 보문로 89 (보문동5가),1549.0,Y,SK에너지,성북구
145,신동방주유소,서울 성북구 월계로 84 (장위동),1558.0,N,S-OIL,성북구
146,sk네트웍스(주) 북악주유소,서울특별시 성북구  정릉로 218 (정릉동),1559.0,Y,SK에너지,성북구
147,동일주유소,서울특별시 성북구  보문로 85 (보문동5가),1567.0,N,GS칼텍스,성북구
148,SK에너지(주) 드림랜드주유소,서울 성북구  월계로 128 (장위동),1569.0,N,SK에너지,성북구
149,sk네트웍스(주)아리랑주유소,서울 성북구 아리랑로 96 (정릉동),1599.0,N,SK에너지,성북구
150,삼선주유소,서울 성북구  창경궁로 324,2135.0,N,S-OIL,성북구
151,상아주유소,서울 송파구 거마로 82 (마천동),1523.0,Y,현대오일뱅크,송파구
152,선우상사 삼전주유소,서울 송파구 백제고분로 199,1523.0,Y,SK에너지,송파구
153,아시아주유소,서울 송파구 도곡로 438 (잠실동),1523.0,Y,GS칼텍스,송파구
154,삼화주유소,서울특별시 송파구  백제고분로 125 (잠실동),1523.0,Y,GS칼텍스,송파구
155,지에스이앤알 직영 송파제일주유소,서울 송파구 삼학사로 50 (석촌동),1529.0,Y,현대오일뱅크,송파구
156,한강에너지(주)퍼스트주유소,서울 송파구 삼학사로 22 (석촌동),1535.0,Y,SK에너지,송파구
157,남성대주유소,서울 송파구 송파대로 52 (장지동),1537.0,Y,SK에너지,송파구
158,삼정주유소,서울 송파구 백제고분로 252 (삼전동),1538.0,Y,GS칼텍스,송파구
159,(주)남경석유세영주유소,서울 송파구 동남로 298 (오금동),1539.0,N,GS칼텍스,송파구
160,지에스칼텍스(주)가든파이브주유소,서울 송파구 탄천동로 740 (가든파이브주유소),1545.0,Y,GS칼텍스,송파구
161,지에스칼텍스(주)스마트위례주유소,서울 송파구 위례중앙로 43 (장지동),1547.0,Y,GS칼텍스,송파구
162,지에스칼텍스(주)우리주유소,서울 송파구 동남로 153 (가락동),1548.0,N,GS칼텍스,송파구
163,(주)삼표에너지 훼미리주유소,서울 송파구 중대로 58 (문정동),1548.0,N,GS칼텍스,송파구
164,대성주유소,서울 송파구 마천로 230 (마천동),1548.0,N,SK에너지,송파구
165,(주)신화에너지 서울지점,서울 송파구 가락로 47 (석촌동),1549.0,Y,SK에너지,송파구
166,SKN(주) 송파셀프직영주유소,서울 송파구  거마로 5 (거여동 26-1),1555.0,Y,SK에너지,송파구
167,대성석유(주)석촌주유소,서울 송파구 백제고분로 289,1558.0,N,GS칼텍스,송파구
168,송파알찬주유소,서울 송파구 백제고분로 229 (삼전동),1558.0,N,S-OIL,송파구
169,(주)잠실에너지,서울 송파구 송파대로 442 (송파동),1558.0,Y,S-OIL,송파구
170,(주)정직한주유소,서울특별시 송파구  오금로 455 (거여동),1559.0,Y,현대오일뱅크,송파구
171,(주)뉴명성산업 남성주유소,서울 송파구 백제고분로 474 (방이동),1559.0,N,현대오일뱅크,송파구
172,(주)유진주유소,서울 송파구 동남로 325 (오금동),1564.0,N,SK에너지,송파구
173,(주)퍼스트오일서울주유소,서울 송파구 문정로 153 (가락동),1567.0,N,S-OIL,송파구
174,완불주유소,서울 송파구 송파대로 3 (장지동),1569.0,N,SK에너지,송파구
175,제트라인 DM주유소,서울 송파구 중대로 183 (가락동),1574.0,N,현대오일뱅크,송파구
176,송파주유소,서울 송파구 송이로 28 (송파동),1577.0,Y,GS칼텍스,송파구
177,올림픽셀프,서울 송파구 위례성대로 188 (오금동),1599.0,Y,SK에너지,송파구
178,서원주유소,서울 송파구 중대로 154 (가락동),1629.0,N,SK에너지,송파구
179,백제고분로주유소,서울 송파구 오금로 143 (방이동),1658.0,Y,SK에너지,송파구
180,방이주유소,서울특별시 송파구  위례성대로12길 38 (방이동) 방이주유소,1737.0,N,SK에너지,송파구
181,대신석유(주)진양주유소,서울 송파구 올림픽로 499 (풍납동),1749.0,N,SK에너지,송파구
182,인광주유소,서울 송파구 송파대로 397 (석촌동),1769.0,N,SK에너지,송파구
183,현대주유소,서울 양천구 남부순환로 372 (신월동),1499.0,Y,S-OIL,양천구
184,신월주유소,서울 양천구 신월로 193 (신월동),1508.0,Y,GS칼텍스,양천구
185,가로공원주유소,서울특별시 양천구 가로공원로 165 (신월동),1514.0,N,GS칼텍스,양천구
186,양천구주유소,서울 양천구 국회대로 275 (목동),1514.0,Y,알뜰주유소,양천구
187,개나리(셀프주유소),서울 양천구 남부순환로 442 (신월동),1514.0,Y,SK에너지,양천구
188,형산석유(주)원주유소,서울 양천구 남부순환로 408,1514.0,N,현대오일뱅크,양천구
189,지에스이앤알 직영 서울주유소,서울 양천구 신정로 236 (신정동),1524.0,N,GS칼텍스,양천구
190,(주)블루에너지,서울특별시 양천구  중앙로 226 (신정동),1524.0,Y,SK에너지,양천구
191,지에스칼텍스㈜ 서호주유소,서울 양천구 남부순환로 317 (신월동),1524.0,Y,GS칼텍스,양천구
192,현대오일뱅크㈜직영 목동셀프주유소,서울 양천구 공항대로 648 (목동),1525.0,Y,현대오일뱅크,양천구
193,대농self주유소,서울 양천구 중앙로 331 (신월동),1527.0,Y,SK에너지,양천구
194,목동주유소,서울 양천구 목동중앙로 125 (목동),1528.0,Y,SK에너지,양천구
195,지에스칼텍스㈜ 건지주유소,서울 양천구 안양천로 1171 (목동),1528.0,Y,GS칼텍스,양천구
196,SK네트웍스 신월남부,서울특별시 양천구  남부순환로 553 (신월동),1535.0,Y,SK에너지,양천구
197,(주)삼표에너지 목동주유소,서울 양천구 목동서로 129 (목동),1548.0,N,GS칼텍스,양천구
198,(주)서부트럭터미날,서울 양천구 신정로 167 (신정동),1559.0,N,현대오일뱅크,양천구
199,SK에너지(주) 경인주유소,서울 양천구 국회대로 170 (신정동),1579.0,Y,SK에너지,양천구
200,양정주유소,서울특별시 양천구 국회대로 158 (신정동),1586.0,N,현대오일뱅크,양천구
201,신정동주유소,서울특별시 양천구 안양천로 663 (신정동),1588.0,Y,현대오일뱅크,양천구
202,양천주유소(self),서울 양천구 목동로 17 (신정동),1618.0,Y,SK에너지,양천구
203,신양주유소,서울특별시 양천구  지양로 67 (신월7동),1624.0,N,SK에너지,양천구
204,SK네트웍스(주) SKOK주유소,서울특별시 양천구  안양천로 1179 (목동),1629.0,N,SK에너지,양천구
205,SK네트웍스 신목동셀프주유소,서울 양천구 목동동로10길 13,1635.0,N,SK에너지,양천구
206,SK에너지(주) 신평,서울 양천구 목동남로 62 (신정동),1649.0,N,SK에너지,양천구
207,평화주유소,서울 양천구 안양천로 657 (신정동),1857.0,N,SK에너지,양천구
208,SK네트웍스(주)코리아주유소,서울 양천구 신목로7길 1 (신정동),1869.0,N,SK에너지,양천구
209,행촌주유소,서울 영등포구 도신로 130 (신길동),1499.0,N,SK에너지,영등포구
210,(주)대청에너지 대청주유소,서울 영등포구 가마산로 328 (대림동),1499.0,N,GS칼텍스,영등포구
211,도림주유소,서울 영등포구 도림로 343 (도림동),1499.0,Y,알뜰주유소,영등포구
212,(주)강서오일,서울 영등포구 도신로 151,1499.0,N,현대오일뱅크,영등포구
213,(주)블루에너지,서울특별시 영등포구  가마산로 367 (대림동),1499.0,Y,SK에너지,영등포구
214,성락주유소,서울 영등포구 가마산로 414 (신길동),1499.0,Y,S-OIL,영등포구
215,(주)MS주유소, 서울특별시 영등포구 대림로 230 (대림동),1499.0,N,현대오일뱅크,영등포구
216,지에스칼텍스㈜ 신길주유소,서울 영등포구 신길로 74 (신길동),1509.0,Y,GS칼텍스,영등포구
217,매봉주유소,서울 영등포구 도신로 248 (신길동),1529.0,Y,현대오일뱅크,영등포구
218,지에스칼텍스㈜ 화일주유소,서울 영등포구 도림로 415,1529.0,Y,GS칼텍스,영등포구
219,(주)지에스이앤알 모드니주유소,서울 영등포구 경인로 789,1529.0,N,GS칼텍스,영등포구
220,남부(영등포),서울 영등포구 경인로 822 (영등포동),1539.0,Y,SK에너지,영등포구
221,보라주유소,서울특별시 영등포구  영등포로 399 (신길동),1539.0,N,GS칼텍스,영등포구
222,선유도주유소,서울 영등포구 양평로 141 (양평동5가),1555.0,Y,S-OIL,영등포구
223,(주)한미석유 제2한강주유소,서울 영등포구 선유로 260 (양평동4가),1555.0,Y,GS칼텍스,영등포구
224,한경석유(주)경덕주유소,서울 영등포구 여의대방로23길 2 (신길동),1558.0,Y,SK에너지,영등포구
225,대일주유소,서울 영등포구 영등포로 168 (당산동1가),1558.0,N,현대오일뱅크,영등포구
226,SK네트윅스(주)윈윈주유소,서울 영등포구 가마산로 379 (대림동),1571.0,Y,SK에너지,영등포구
227,SK에너지(주) 신길동주유소,서울 영등포구 영등포로 348 (신길동),1573.0,N,SK에너지,영등포구
228,SK네트웍스(주) 영등포행복SELF주유소,서울특별시 영등포구 선유로 114(양평동1가),1575.0,Y,SK에너지,영등포구
229,씨앤에스유통 한성주유소,서울 영등포구 여의대방로 227,1578.0,N,S-OIL,영등포구
230,sk여명주유소,서울특별시 영등포구  국회대로62길 7 (여의도동),1587.0,N,SK에너지,영등포구
231,SK에너지(주) 양평주유소,서울 영등포구 선유로 195 (양평동3가),1593.0,Y,SK에너지,영등포구
232,대영주유소,서울 영등포구 국회대로 632 (영등포동7가),1599.0,Y,GS칼텍스,영등포구
233,SK네트웍스(주)직영기린주유소,서울 영등포구 선유로 270,1605.0,Y,SK에너지,영등포구
234,한일주유소,서울 영등포구 도림로 486 (문래동3가),1785.0,N,SK에너지,영등포구
235,성원이앤에스(주)영등포지점,서울특별시 영등포구  국회대로52길 9-13 (영등포동7가),1835.0,N,GS칼텍스,영등포구
236,국회대로주유소,서울특별시 영등포구  국회대로 746 (여의도동),1887.0,N,GS칼텍스,영등포구
237,KH여의도주유소,서울 영등포구 국회대로 794 (여의도동),1889.0,N,SK에너지,영등포구
238,버드나룻길주유소,서울 영등포구 버드나루로 111 (당산동),1890.0,N,SK에너지,영등포구
239,SJ오일(주) 여의도주유소,서울 영등포구 은행로 64,1895.0,N,GS칼텍스,영등포구
240,SK네트웍스㈜직영 여의도주유소,서울 영등포구 의사당대로 154 (여의도동),1899.0,N,SK에너지,영등포구
241,(주)석산에너지,서울 강북구 삼양로 316 (수유동),1412.0,N,현대오일뱅크,강북구
242,북서울고속주유소,서울특별시 강북구 삼양로 410 (수유동),1429.0,Y,S-OIL,강북구
243,수유동주유소,서울 강북구  도봉로 395 (수유동),1479.0,Y,GS칼텍스,강북구
244,(주)에프알엔디 직영 송정주유소,서울특별시 강북구 인수봉로 185 (수유동),1519.0,N,SK에너지,강북구
245,지에스이앤알 직영 미아주유소,서울 강북구  도봉로 122 (미아동),1525.0,Y,GS칼텍스,강북구
246,현대오일뱅크(주)직영 번동셀프주유소,서울 강북구 한천로 963 (번동),1526.0,Y,현대오일뱅크,강북구
247,대성석유(주)신광주유소,서울 강북구 삼양로 484,1527.0,N,GS칼텍스,강북구
248,태창에너지 좋은기름주유소,서울 강북구 덕릉로 158 (번동),1529.0,N,S-OIL,강북구
249,SK매일주유소,서울특별시 강북구  삼양로 217 (미아동),1529.0,Y,SK에너지,강북구
250,현대오일뱅크(주)직영 미아셀프주유소,서울특별시 강북구  도봉로 200 (미아동),1535.0,Y,현대오일뱅크,강북구
251,세원주유소,서울 강북구 한천로 918 (번동),1537.0,Y,SK에너지,강북구
252,에덴주유소,서울 강북구 월계로 195 (번동),1547.0,Y,SK에너지,강북구
253,새한주유소,서울특별시 강북구  도봉로 75 (미아동),1569.0,Y,SK에너지,강북구
254,(주)한독모터스용산뉴타운주유소,서울 용산구 한강대로 48 (한강로3가),1595.0,N,GS칼텍스,용산구
255,용일주유소,서울특별시 용산구  한강대로 37 (한강로3가),1628.0,N,GS칼텍스,용산구
256,강변주유소,서울특별시 용산구  원효로 9 (청암동),1699.0,N,SK에너지,용산구
257,한석주유소,서울특별시 용산구  이촌로 164 (이촌제1동),1859.0,N,SK에너지,용산구
258,(주)영원 풍기주유소,서울 용산구 원효로 178 (원효로2가),1894.0,N,GS칼텍스,용산구
259,(주)신태성주유소,서울 용산구 원효로 147 (원효로3가),1920.0,N,SK에너지,용산구
260,지에스칼텍스(주)서계주유소,서울 용산구 청파로 367 (서계동),1923.0,N,GS칼텍스,용산구
261,(주)남경주유소,서울 용산구 녹사평대로11길 24 (서빙고동),1950.0,N,SK에너지,용산구
262,수림석유 제3한강주유소,서울 용산구 한남대로 45 (한남동),1960.0,N,GS칼텍스,용산구
263,갈월동주유소,서울 용산구 한강대로 322 (갈월동),1999.0,N,SK에너지,용산구
264,흥국주유소,서울 용산구 한남대로 204 (한남동),1999.0,N,SK에너지,용산구
265,동자동 주유소,서울 용산구 한강대로104길 6 (동자동),2060.0,N,SK에너지,용산구
266,현대오일뱅크(주)직영 소월길주유소,서울 용산구 소월로 66 (후암동),2064.0,N,현대오일뱅크,용산구
267,에너비스,서울 용산구 한남대로 82 (한남동),2078.0,N,SK에너지,용산구
268,한남지점,서울 용산구 한남대로21길 4 (한남동),2078.0,N,SK에너지,용산구
269,(주)명연에너지 수색훼미리주유소,서울 은평구 수색로 236 (수색동),1477.0,Y,현대오일뱅크,은평구
270,타이거주유소,서울 은평구 수색로 188 (증산동),1485.0,Y,SK에너지,은평구
271,지에스칼텍스(주)수색뉴타운주유소,서울 은평구 수색로 350 (수색동),1487.0,Y,GS칼텍스,은평구
272,지에스칼텍스㈜ 신사제일주유소,서울 은평구 증산로 423 (신사동),1499.0,Y,GS칼텍스,은평구
273,다회주유소,서울 은평구 증산로 441 (신사동),1499.0,Y,S-OIL,은평구
274,지에스칼텍스㈜ 서부주유소,서울 은평구 응암로 210 (응암동),1513.0,Y,GS칼텍스,은평구
275,(주)에스지주유소,서울 은평구 증산로 371 (신사동),1527.0,Y,현대오일뱅크,은평구
276,불광주유소,서울 은평구 연서로 314 (불광동),1528.0,N,현대오일뱅크,은평구
277,뉴타운셀프주유소,서울특별시 은평구  통일로 1031,1552.0,Y,S-OIL,은평구
278,은평뉴타운주유소,서울 은평구 통일로 924 (불광동),1569.0,Y,SK에너지,은평구
279,지에스칼텍스㈜ 녹번주유소,서울 은평구 통일로 600 (녹번동),1570.0,N,GS칼텍스,은평구
280,성원이앤에스(주)은평지점,서울특별시 은평구 통일로 968 (진관동),1574.0,N,GS칼텍스,은평구
281,박석고개주유소,서울 은평구 통일로 945 (갈현동),1589.0,Y,SK에너지,은평구
282,SK네트웍스(주)은평드림주유소, 서울특별시 은평구 통일로 1151 (진관동),1599.0,N,SK에너지,은평구
283,코끼리주유소,서울 은평구 서오릉로 41 (녹번동),1638.0,N,자가상표,은평구
284,무궁화주유소,서울특별시 은평구  응암로 163 (응암동),1659.0,Y,SK에너지,은평구
285,삼융주유소,서울 은평구 수색로 299 (수색동),1715.0,N,SK에너지,은평구
286,(주)지에스이앤알 평창주유소,서울 종로구 평창문화로 135 (평창동),1652.0,N,현대오일뱅크,종로구
287,(주)마봉 안풍주유소,서울 종로구 자하문로 303 (홍지동),1657.0,N,S-OIL,종로구
288,자하문주유소,서울 종로구 자하문로 248 (부암동),1657.0,Y,SK에너지,종로구
289,구도일주유소특종,서울특별시 종로구 평창문화로 90 (평창동),1668.0,N,S-OIL,종로구
290,SK북악주유소,서울 종로구 평창문화로 137,1968.0,N,SK에너지,종로구
291,SK네트웍스(주)재동주유소,서울 종로구 율곡로 58 (경운동),1999.0,N,SK에너지,종로구
292,(주)중앙에너비스 혜화주유소,서울 종로구 창경궁로35길 1 (혜화동),2078.0,N,SK에너지,종로구
293,경복궁주유소,서울 종로구 율곡로 6 (중학동),2078.0,N,GS칼텍스,종로구
294,(주)대양씨앤씨 사직주유소,서울 종로구 사직로 65 (사직동),2078.0,N,GS칼텍스,종로구
295,세화주유소,서울 중구 왕십리로 403 (신당동),1593.0,N,알뜰주유소,중구
296,화성주유소,서울 중구 다산로 233 (무학동),1848.0,N,S-OIL,중구
297,신당동주유소,서울 중구 다산로 242 (신당동),1898.0,N,SK에너지,중구
298,통일주유소,서울 중구 동호로 296 (장충동2가),1999.0,N,SK에너지,중구
299,지에스칼텍스(주)초동주유소,서울 중구 마른내로 31 (초동),2024.0,N,GS칼텍스,중구
300,(주)중앙에너비스 퇴계로지점,서울 중구 퇴계로 228 (필동2가),2078.0,N,SK에너지,중구
301,필동주유소,서울특별시 중구  퇴계로 196 (필동2가),2089.0,N,GS칼텍스,중구
302,약수주유소,서울 중구 다산로 173 (신당동),2097.0,N,GS칼텍스,중구
303,SC(주) 역전주유소,서울특별시 중구  퇴계로 15 (남대문로5가),2098.0,N,GS칼텍스,중구
304,장충주유소,서울 중구 장충단로 202 (장충동1가),2192.0,N,SK에너지,중구
305,서남주유소,서울 중구 통일로 30 (봉래동1가),2248.0,N,SK에너지,중구
306,신일셀프주유소,서울 중랑구 상봉로 58 (망우동),1498.0,Y,SK에너지,중랑구
307,구도일주유소 동천,서울특별시 중랑구  동일로 654 (면목동),1507.0,Y,S-OIL,중랑구
308,(주)자연에너지 대창주유소,서울 중랑구 동일로 636 (면목동),1507.0,N,현대오일뱅크,중랑구
309,지에스칼텍스㈜ 대원주유소,서울 중랑구 동일로 600,1510.0,Y,GS칼텍스,중랑구
310,대양주유소,서울 중랑구  봉우재로 105 (상봉동),1535.0,N,GS칼텍스,중랑구
311,오천만주유소,서울 중랑구 동일로 547 (면목동),1537.0,N,S-OIL,중랑구
312,용마로주유소,서울특별시 중랑구  용마산로 309 (면목동),1539.0,Y,SK에너지,중랑구
313,망우주유소(self),서울 중랑구 망우로 311 (상봉동),1545.0,Y,GS칼텍스,중랑구
314,범아주유소(주),서울 중랑구 동일로 881 (묵동),1548.0,N,S-OIL,중랑구
315,면목주유소,서울 중랑구 동일로 627 (면목동),1549.0,N,S-OIL,중랑구
316,신내주유소,서울 중랑구 용마산로 705 (신내동),1553.0,Y,SK에너지,중랑구
317,지에스칼텍스㈜ 소망주유소,서울 중랑구 망우로 475,1554.0,Y,GS칼텍스,중랑구
318,구도일주유소,서울 중랑구 망우로 170 (상봉동),1569.0,N,S-OIL,중랑구
319,(주)기지에너지,서울 중랑구 용마산로 716 (신내동),1569.0,N,S-OIL,중랑구
320,중랑교,서울 중랑구 망우로 229 (중화동),1575.0,Y,SK에너지,중랑구
321,화곡역주유소,서울특별시 강서구  강서로 154 (화곡동),1489.0,Y,알뜰주유소,강서구
322,뉴신정주유소,서울특별시 강서구 곰달래로39길 10 (화곡동),1489.0,N,알뜰주유소,강서구
323,강서오곡셀프주유소,서울특별시 강서구 벌말로 254 (오곡동),1505.0,Y,SK에너지,강서구
324,스카이주유소,서울 강서구 개화동로 457 (방화동),1506.0,Y,S-OIL,강서구
325,방화주유소,서울 강서구 방화동로 58-2 (방화동),1506.0,N,SK에너지,강서구
326,화곡현대주유소,서울 강서구 강서로 151 (화곡동),1506.0,Y,SK에너지,강서구
327,유턴주유소,서울 강서구 남부순환로 57,1507.0,Y,알뜰주유소,강서구
328,행촌에너지 공항주유소,서울특별시 강서구  개화동로 420 (개화동),1507.0,Y,현대오일뱅크,강서구
329,KH에너지(주)직영 KH외발산주유소,서울 강서구 방화대로 30,1515.0,Y,SK에너지,강서구
330,개화주유소,서울 강서구 양천로 57 (방화동),1517.0,Y,SK에너지,강서구
331,목화주유소,서울특별시 강서구  국회대로 251 (화곡동),1523.0,Y,SK에너지,강서구
332,하이웨이주유소,서울특별시 강서구 공항대로 432(화곡동),1525.0,Y,S-OIL,강서구
333,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),1528.0,Y,GS칼텍스,강서구
334,(주)발산주유소,서울 강서구 강서로 291 (내발산동),1529.0,N,현대오일뱅크,강서구
335,우장산주유소,서울특별시 강서구  강서로 292 (내발산동),1529.0,N,SK에너지,강서구
336,현대오일뱅크 등촌주유소,서울특별시 강서구 등촌로 189 (등촌동),1537.0,N,현대오일뱅크,강서구
337,(주)한진 김포공항주유소,서울 강서구 하늘길 259,1538.0,Y,S-OIL,강서구
338,강서열린점,서울 강서구 등촌로 213 (등촌동),1538.0,N,GS칼텍스,강서구
339,현대오일뱅크(주) 가양주유소,서울 강서구  양천로 391 (가양동),1539.0,N,현대오일뱅크,강서구
340,현대오일뱅크 양화교주유소,서울 강서구 공항대로 653 (염창동),1539.0,N,현대오일뱅크,강서구
341,KH에너지(주)직영 수명산주유소,서울특별시 강서구  남부순환로 195 (내발산동),1548.0,N,SK에너지,강서구
342,대성석유(주) 마곡대성주유소,서울 강서구 강서로 457,1549.0,Y,GS칼텍스,강서구
343,대성석유(주)방화대성주유소,서울 강서구 양천로 176,1549.0,Y,GS칼텍스,강서구
344,대성석유(주)직영관문주유소,서울 강서구 공항대로 314,1549.0,N,GS칼텍스,강서구
345,세원1주유소,서울 강서구 양천로 311 (가양동),1560.0,Y,SK에너지,강서구
346,대성주유소,서울 강서구 강서로 472 (등촌동),1569.0,N,GS칼텍스,강서구
347,박물관주유소,서울 강서구 양천로53길 97 (가양동),1578.0,N,GS칼텍스,강서구
348,해바라기,서울 강서구 화곡로 273 (화곡동),1589.0,Y,SK에너지,강서구
349,SK에너지(주) 가양주유소,서울 강서구 강서로 498 (가양동),1599.0,N,SK에너지,강서구
350,신화곡주유소,서울 강서구 국회대로 71,1615.0,N,S-OIL,강서구
351,(주)한진 김포공항제2주유소,서울 강서구 하늘길 112,1625.0,N,S-OIL,강서구
352,코리나(주)청룡주유소,서울 강서구 양천로 576 (등촌동),1628.0,N,SK에너지,강서구
353,참솔에너지,서울 강서구 벌말로 281 (오곡동),1693.0,Y,S-OIL,강서구
354,SK네트웍스 에어포트주유소,서울 강서구 개화동로 519 (방화동),1785.0,N,SK에너지,강서구
355,염창동주유소,서울 강서구 양천로 720 (염창동),1797.0,N,SK에너지,강서구
356,현대오일뱅크(주)직영 관악셀프주유소,서울 관악구 남부순환로 1520 (신림동),1534.0,Y,현대오일뱅크,관악구
357,(주)엠오티이엔지 직영 삼화주유소,서울특별시 관악구 보라매로 41 (봉천동),1535.0,N,알뜰주유소,관악구
358,유림주유소,서울 관악구 신림로 176 (신림동),1548.0,N,S-OIL,관악구
359,남현주유소,서울 관악구 남부순환로 2014 (남현동),1549.0,N,현대오일뱅크,관악구
360,서일석유(주)락성주유소,서울특별시 관악구  남부순환로 1920 (봉천동),1549.0,Y,GS칼텍스,관악구
361,(주)연우에너지 신관주유소,서울특별시 관악구  신림로 290 (신림동) 신관주유소,1549.0,Y,GS칼텍스,관악구
362,지에스칼텍스㈜ 난곡주유소,서울 관악구 난곡로 206 (신림동),1558.0,N,GS칼텍스,관악구
363,현대주유소,서울 관악구 난곡로 108 (신림동),1559.0,N,현대오일뱅크,관악구
364,대양석유(주)직영 보라매주유소,서울특별시 관악구  보라매로 26 (봉천동),1561.0,Y,SK에너지,관악구
365,SK에너지(주) 신봉천,서울 관악구 남부순환로 1880 (봉천동),1569.0,N,SK에너지,관악구
366,관악시몬주유소,서울특별시 관악구 남부순환로 1753 (봉천동),1576.0,N,S-OIL,관악구
367,SK에너지(주)직영 대공원주유소,서울특별시 관악구  과천대로 921 (남현동),1579.0,N,SK에너지,관악구
368,한규상사 유정주유소,서울 관악구 남부순환로 1691 (봉천동),1598.0,N,SK에너지,관악구
369,(주)한유에너지행운셀프주유소,서울 관악구 남부순환로 1883 (봉천동),1598.0,Y,SK에너지,관악구
370,문성골주유소,서울 관악구 문성로 97 (신림동),1598.0,N,현대오일뱅크,관악구
371,CJ대한통운㈜ 신림주유소,서울 관악구 남부순환로 1515 (신림동),1688.0,N,GS칼텍스,관악구
372,평안주유소,서울 광진구 천호대로 630 (능동),1516.0,N,알뜰주유소,광진구
373,현대오일뱅크(주)직영 능동주유소,서울 광진구 천호대로 584 (능동),1516.0,Y,현대오일뱅크,광진구
